run_accession	sample_accession	fastq_ftp	sample_alias
SRR18341079	SAMN26732537	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/079/SRR18341079/SRR18341079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/079/SRR18341079/SRR18341079_2.fastq.gz	HTP_5_13_2021
SRR18341080	SAMN26732456	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/080/SRR18341080/SRR18341080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/080/SRR18341080/SRR18341080_2.fastq.gz	ESC_11_2_20
SRR18341081	SAMN26732536	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/081/SRR18341081/SRR18341081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/081/SRR18341081/SRR18341081_2.fastq.gz	HTP_5_11_2021
SRR18341082	SAMN26732620	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/082/SRR18341082/SRR18341082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/082/SRR18341082/SRR18341082_2.fastq.gz	PL_6_7_2021
SRR18341083	SAMN26732619	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/083/SRR18341083/SRR18341083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/083/SRR18341083/SRR18341083_2.fastq.gz	PL_6_28_2021
SRR18341084	SAMN26732618	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/084/SRR18341084/SRR18341084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/084/SRR18341084/SRR18341084_2.fastq.gz	PL_6_21_2021
SRR18341085	SAMN26732617	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/085/SRR18341085/SRR18341085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/085/SRR18341085/SRR18341085_2.fastq.gz	PL_6_2_2021
SRR18341086	SAMN26732464	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/086/SRR18341086/SRR18341086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/086/SRR18341086/SRR18341086_2.fastq.gz	ESC_2_22_21
SRR18341087	SAMN26732616	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/087/SRR18341087/SRR18341087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/087/SRR18341087/SRR18341087_2.fastq.gz	PL_6_14_2021
SRR18341088	SAMN26732615	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/088/SRR18341088/SRR18341088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/088/SRR18341088/SRR18341088_2.fastq.gz	PL_5_9_2021
SRR18341089	SAMN26732614	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/089/SRR18341089/SRR18341089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/089/SRR18341089/SRR18341089_2.fastq.gz	PL_5_5_2021
SRR18341090	SAMN26732613	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/090/SRR18341090/SRR18341090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/090/SRR18341090/SRR18341090_2.fastq.gz	PL_5_4_2021
SRR18341091	SAMN26732612	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/091/SRR18341091/SRR18341091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/091/SRR18341091/SRR18341091_2.fastq.gz	PL_5_31_2021
SRR18341092	SAMN26732611	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/092/SRR18341092/SRR18341092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/092/SRR18341092/SRR18341092_2.fastq.gz	PL_5_3_2021
SRR18341093	SAMN26732610	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/093/SRR18341093/SRR18341093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/093/SRR18341093/SRR18341093_2.fastq.gz	PL_5_24_2021
SRR18341094	SAMN26732609	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/094/SRR18341094/SRR18341094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/094/SRR18341094/SRR18341094_2.fastq.gz	PL_5_17_2021
SRR18341095	SAMN26732608	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/095/SRR18341095/SRR18341095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/095/SRR18341095/SRR18341095_2.fastq.gz	PL_5_12_2021
SRR18341096	SAMN26732607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/096/SRR18341096/SRR18341096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/096/SRR18341096/SRR18341096_2.fastq.gz	PL_5_10_2021
SRR18341097	SAMN26732463	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/097/SRR18341097/SRR18341097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/097/SRR18341097/SRR18341097_2.fastq.gz	ESC_2_15_21
SRR18341098	SAMN26732606	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/098/SRR18341098/SRR18341098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/098/SRR18341098/SRR18341098_2.fastq.gz	PL_4_7_2021
SRR18341099	SAMN26732605	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/099/SRR18341099/SRR18341099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/099/SRR18341099/SRR18341099_2.fastq.gz	PL_4_5_2021
SRR18341100	SAMN26732604	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/000/SRR18341100/SRR18341100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/000/SRR18341100/SRR18341100_2.fastq.gz	PL_4_4_2021
SRR18341101	SAMN26732603	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/001/SRR18341101/SRR18341101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/001/SRR18341101/SRR18341101_2.fastq.gz	PL_4_28_2021
SRR18341102	SAMN26732602	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/002/SRR18341102/SRR18341102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/002/SRR18341102/SRR18341102_2.fastq.gz	PL_4_26_2021
SRR18341103	SAMN26732601	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/003/SRR18341103/SRR18341103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/003/SRR18341103/SRR18341103_2.fastq.gz	PL_4_25_2021
SRR18341104	SAMN26732600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/004/SRR18341104/SRR18341104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/004/SRR18341104/SRR18341104_2.fastq.gz	PL_4_21_2021
SRR18341105	SAMN26732599	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/005/SRR18341105/SRR18341105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/005/SRR18341105/SRR18341105_2.fastq.gz	PL_4_14_2021
SRR18341106	SAMN26732598	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/006/SRR18341106/SRR18341106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/006/SRR18341106/SRR18341106_2.fastq.gz	PL_3_8_2021
SRR18341107	SAMN26732597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/007/SRR18341107/SRR18341107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/007/SRR18341107/SRR18341107_2.fastq.gz	PL_3_7_2021
SRR18341108	SAMN26732462	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/008/SRR18341108/SRR18341108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/008/SRR18341108/SRR18341108_2.fastq.gz	ESC_12_7_20
SRR18341109	SAMN26732596	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/009/SRR18341109/SRR18341109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/009/SRR18341109/SRR18341109_2.fastq.gz	PL_3_31_2021
SRR18341110	SAMN26732569	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/010/SRR18341110/SRR18341110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/010/SRR18341110/SRR18341110_2.fastq.gz	PL_1_24_21
SRR18341111	SAMN26732568	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/011/SRR18341111/SRR18341111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/011/SRR18341111/SRR18341111_2.fastq.gz	PL_1_20_21
SRR18341112	SAMN26732567	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/012/SRR18341112/SRR18341112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/012/SRR18341112/SRR18341112_2.fastq.gz	PL_1_18_21
SRR18341113	SAMN26732459	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/013/SRR18341113/SRR18341113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/013/SRR18341113/SRR18341113_2.fastq.gz	ESC_12_14_20
SRR18341114	SAMN26732566	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/014/SRR18341114/SRR18341114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/014/SRR18341114/SRR18341114_2.fastq.gz	PL_1_17_21
SRR18341115	SAMN26732565	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/015/SRR18341115/SRR18341115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/015/SRR18341115/SRR18341115_2.fastq.gz	PL_1_14_21
SRR18341116	SAMN26732564	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/016/SRR18341116/SRR18341116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/016/SRR18341116/SRR18341116_2.fastq.gz	PL_1_13_21
SRR18341117	SAMN26732563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/017/SRR18341117/SRR18341117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/017/SRR18341117/SRR18341117_2.fastq.gz	PL_1_12_21
SRR18341118	SAMN26732562	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/018/SRR18341118/SRR18341118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/018/SRR18341118/SRR18341118_2.fastq.gz	HTP_7_8_2021
SRR18341119	SAMN26732561	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/019/SRR18341119/SRR18341119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/019/SRR18341119/SRR18341119_2.fastq.gz	HTP_7_29_2021
SRR18341120	SAMN26732560	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/020/SRR18341120/SRR18341120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/020/SRR18341120/SRR18341120_2.fastq.gz	HTP_7_22_2021
SRR18341121	SAMN26732559	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/021/SRR18341121/SRR18341121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/021/SRR18341121/SRR18341121_2.fastq.gz	HTP_7_15_2021
SRR18341122	SAMN26732558	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/022/SRR18341122/SRR18341122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/022/SRR18341122/SRR18341122_2.fastq.gz	HTP_7_13_2021
SRR18341123	SAMN26732557	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/023/SRR18341123/SRR18341123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/023/SRR18341123/SRR18341123_2.fastq.gz	HTP_7_1_2021
SRR18341124	SAMN26732458	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/024/SRR18341124/SRR18341124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/024/SRR18341124/SRR18341124_2.fastq.gz	ESC_11_30_20
SRR18341125	SAMN26732556	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/025/SRR18341125/SRR18341125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/025/SRR18341125/SRR18341125_2.fastq.gz	HTP_6_6_2021
SRR18341126	SAMN26732555	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/026/SRR18341126/SRR18341126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/026/SRR18341126/SRR18341126_2.fastq.gz	HTP_6_3_2021
SRR18341127	SAMN26732554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/027/SRR18341127/SRR18341127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/027/SRR18341127/SRR18341127_2.fastq.gz	HTP_6_27_2021
SRR18341128	SAMN26732553	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/028/SRR18341128/SRR18341128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/028/SRR18341128/SRR18341128_2.fastq.gz	HTP_6_24_2021
SRR18341129	SAMN26732552	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/029/SRR18341129/SRR18341129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/029/SRR18341129/SRR18341129_2.fastq.gz	HTP_6_20_2021
SRR18341130	SAMN26732551	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/030/SRR18341130/SRR18341130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/030/SRR18341130/SRR18341130_2.fastq.gz	HTP_6_15_2021
SRR18341131	SAMN26732550	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/031/SRR18341131/SRR18341131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/031/SRR18341131/SRR18341131_2.fastq.gz	HTP_6_10_2021
SRR18341132	SAMN26732549	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/032/SRR18341132/SRR18341132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/032/SRR18341132/SRR18341132_2.fastq.gz	HTP_6_1_2021
SRR18341133	SAMN26732548	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/033/SRR18341133/SRR18341133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/033/SRR18341133/SRR18341133_2.fastq.gz	HTP_5_9_2021
SRR18341134	SAMN26732547	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/034/SRR18341134/SRR18341134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/034/SRR18341134/SRR18341134_2.fastq.gz	HTP_5_6_2021
SRR18341135	SAMN26732457	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/035/SRR18341135/SRR18341135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/035/SRR18341135/SRR18341135_2.fastq.gz	ESC_11_23_20
SRR18341136	SAMN26732448	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/036/SRR18341136/SRR18341136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/036/SRR18341136/SRR18341136_2.fastq.gz	ESC_1_18_21
SRR18341137	SAMN26732447	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/037/SRR18341137/SRR18341137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/037/SRR18341137/SRR18341137_2.fastq.gz	ESC_1_11_21
SRR21452135	SAMN30696469	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/035/SRR21452135/SRR21452135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/035/SRR21452135/SRR21452135_2.fastq.gz	OC_10_21_2020_unenriched
SRR21452136	SAMN30696468	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/036/SRR21452136/SRR21452136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/036/SRR21452136/SRR21452136_2.fastq.gz	ESC_7_27_20_unenriched
SRR21452137	SAMN30696467	ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/037/SRR21452137/SRR21452137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR214/037/SRR21452137/SRR21452137_2.fastq.gz	ESC_7_20_20_unenriched
